customerID,tenure,Contract,MonthlyCharges,InternetService,OnlineSecurity,TechSupport,ChurnProbability
1657-DYMBM,53,Two year,19.9,No,No internet service,No internet service,0.7962911087807663
6188-UXBBR,38,One year,20.25,No,No internet service,No internet service,0.7960834558102633
3481-JHUZH,41,Month-to-month,80.25,Fiber optic,No,No,0.7958346591039214
9681-KYGYB,49,Month-to-month,88.2,Fiber optic,Yes,No,0.7955638397747429
4480-QQRHC,8,Month-to-month,74.05,Fiber optic,No,No,0.7953428458598669
2968-SSGAA,10,Month-to-month,100.6,Fiber optic,No,No,0.7952070071294819
0885-HMGPY,62,Two year,69.4,DSL,Yes,Yes,0.7951775469546785
1928-BXYIV,1,Month-to-month,61.15,DSL,Yes,No,0.7951582757509209
6365-MTGZX,24,Month-to-month,96.0,Fiber optic,No,Yes,0.7950965171569777
3061-BCKYI,14,Month-to-month,19.9,No,No internet service,No internet service,0.7950965171569777
1935-IMVBB,56,Month-to-month,89.7,Fiber optic,No,No,0.7949367649539271
3391-JSQEW,40,Month-to-month,50.15,DSL,No,No,0.7948709566074317
2654-VBVPB,1,Month-to-month,19.9,No,No internet service,No internet service,0.7947540970440595
5060-TQUQN,30,Month-to-month,83.55,Fiber optic,No,Yes,0.7945275793784515
4482-FTFFX,5,Month-to-month,56.15,DSL,No,Yes,0.7944187666641056
9796-BPKIW,8,Month-to-month,69.95,Fiber optic,No,No,0.7939501909033119
9767-FFLEM,38,Month-to-month,69.5,Fiber optic,No,No,0.7939429217894651
0635-WKOLD,40,One year,70.75,DSL,No,Yes,0.7933861201238502
9670-BPNXF,45,One year,62.55,DSL,Yes,Yes,0.7933585252004225
8963-JLGJT,3,Month-to-month,55.9,DSL,Yes,No,0.7932930920599176
7225-CBZPL,17,Month-to-month,94.8,Fiber optic,No,No,0.7932313198782504
4855-SNKMY,1,Month-to-month,44.1,DSL,No,No,0.7929151605380934
2801-NISEI,24,Month-to-month,54.95,DSL,Yes,Yes,0.7928884322395274
2815-CPTUL,5,Month-to-month,70.25,Fiber optic,No,No,0.7928067888365277
1480-BKXGA,72,Two year,116.05,Fiber optic,Yes,Yes,0.7927161349679019
6888-SBYAI,1,Month-to-month,50.7,DSL,Yes,No,0.7926694702014965
1052-QJIBV,71,Two year,19.9,No,No internet service,No internet service,0.7926185966039431
4088-YLDSU,55,One year,104.15,Fiber optic,No,Yes,0.7925670614739008
2279-AXJJK,52,Month-to-month,95.65,Fiber optic,No,Yes,0.7924453100060558
0376-YMCJC,23,Month-to-month,90.6,Fiber optic,No,Yes,0.7922526007499616
4195-PNGZS,69,Two year,24.45,No,No internet service,No internet service,0.7920065614842925
0447-BEMNG,48,Month-to-month,45.3,DSL,Yes,No,0.7915002129125339
6298-QDFNH,22,Month-to-month,79.35,Fiber optic,No,No,0.7914675792641483
8625-AZYZY,24,Month-to-month,104.65,Fiber optic,No,No,0.7914544558546581
8562-GHPPI,1,Month-to-month,19.8,No,No internet service,No internet service,0.7913773426172471
4526-EXKKN,40,Two year,24.6,No,No internet service,No internet service,0.791360005151008
1468-DEFNC,64,Two year,24.4,No,No internet service,No internet service,0.7913377431270773
5930-GBIWP,69,Two year,81.5,DSL,Yes,Yes,0.7911778912815334
0621-HJWXJ,63,Month-to-month,81.55,Fiber optic,No,No,0.7910194383605287
9661-ACXBS,42,Month-to-month,105.2,Fiber optic,Yes,No,0.7909407253465236
5424-RLQLC,10,Month-to-month,59.65,DSL,No,No,0.7908641316545294
9402-ROUMJ,67,One year,100.25,Fiber optic,Yes,Yes,0.7908489181935411
9290-SHCMB,13,Month-to-month,96.85,Fiber optic,No,No,0.7905742637235745
5188-HGMLP,54,Month-to-month,74.0,Fiber optic,No,No,0.7904166844118327
5054-IEXZT,1,Month-to-month,75.35,Fiber optic,No,No,0.7903277572632882
1702-CCFNJ,52,Month-to-month,61.35,DSL,No,Yes,0.7902217090905627
0089-IIQKO,39,Month-to-month,99.95,Fiber optic,No,Yes,0.790160508575281
0221-WMXNQ,4,Month-to-month,75.35,Fiber optic,Yes,No,0.7901430473528213
8929-KSWIH,25,Two year,99.3,Fiber optic,No,Yes,0.7896235189124158
8634-CILSZ,69,One year,104.7,Fiber optic,No,Yes,0.7894943330825387
3583-KRKMD,18,Month-to-month,75.9,Fiber optic,No,Yes,0.7894297281379582
3401-URHDA,51,One year,59.9,DSL,Yes,Yes,0.7893601327862961
7502-BNYGS,46,Month-to-month,69.1,DSL,No,No,0.7892404826693982
3799-ISUZQ,7,Month-to-month,69.95,Fiber optic,No,No,0.789021325615822
8819-ZBYNA,58,Two year,109.1,Fiber optic,Yes,Yes,0.7887784143434944
8591-NXRCV,41,Month-to-month,74.65,DSL,Yes,Yes,0.788656518999849
5564-NEMQO,1,Month-to-month,75.3,Fiber optic,No,No,0.7886458213336255
2223-GDSHL,71,Two year,116.05,Fiber optic,Yes,Yes,0.7885479488669896
7305-ZWMAJ,30,One year,20.7,No,No internet service,No internet service,0.7885479488669896
7029-IJEJK,54,One year,44.1,DSL,Yes,Yes,0.7884480514908856
3224-DFQNQ,66,One year,89.0,Fiber optic,Yes,Yes,0.78829133555314
1682-VCOIO,23,One year,20.45,No,No internet service,No internet service,0.7880818847084587
6166-ILMNY,2,Month-to-month,69.75,Fiber optic,No,No,0.7877972420890458
1550-LOAHA,32,Month-to-month,84.15,Fiber optic,No,No,0.7875534708665748
2806-MLNTI,52,One year,105.1,Fiber optic,No,No,0.7874601639729911
3765-JXVKY,1,Month-to-month,74.7,Fiber optic,No,No,0.787323324945798
7758-UJWYS,34,Two year,40.55,DSL,No,Yes,0.7873227900583806
9389-ACWBI,5,Month-to-month,69.95,Fiber optic,No,No,0.7872224076979617
0078-XZMHT,72,Two year,85.15,DSL,No,Yes,0.7871316545563463
7698-YFGEZ,1,Month-to-month,20.0,No,No internet service,No internet service,0.7870954068324498
7249-WBIYX,10,Month-to-month,85.6,Fiber optic,No,No,0.7867620813475789
7718-RXDGG,15,Month-to-month,68.6,Fiber optic,No,No,0.7865527229413385
7470-MCQTK,13,Month-to-month,48.75,DSL,No,No,0.7862250116787081
3797-FKOGQ,11,Month-to-month,86.2,Fiber optic,No,No,0.7859340811192449
6625-IUTTT,67,Two year,65.55,DSL,Yes,No,0.7858844079698462
3239-TPHPZ,12,Two year,20.05,No,No internet service,No internet service,0.7858187846684391
5256-SKJGO,64,Two year,54.6,DSL,No,Yes,0.785751060108257
6461-SZMCV,71,Two year,87.95,DSL,Yes,Yes,0.7857230810337172
0023-UYUPN,50,One year,25.2,No,No internet service,No internet service,0.7857230810337172
5940-AHUHD,1,Month-to-month,70.6,Fiber optic,No,No,0.7857230810337172
9891-NQDBD,28,One year,25.55,No,No internet service,No internet service,0.7854607843644268
7813-ZGGAW,31,Month-to-month,96.6,Fiber optic,No,Yes,0.7854607843644268
1345-GKDZZ,6,Month-to-month,19.55,No,No internet service,No internet service,0.7854010721949334
8672-OAUPW,51,One year,47.85,DSL,No,Yes,0.7854010721949334
8024-XNAFQ,72,Two year,107.4,Fiber optic,Yes,Yes,0.7854010721949334
4806-HIPDW,1,Month-to-month,68.95,Fiber optic,No,No,0.7854010721949334
5288-AHOUP,11,Month-to-month,78.5,Fiber optic,No,No,0.7854010721949334
4597-ELFTS,56,One year,24.9,No,No internet service,No internet service,0.7852339414210582
8035-BUYVG,40,One year,42.35,DSL,Yes,No,0.7848629464914727
5195-KPUNQ,53,One year,96.75,Fiber optic,Yes,Yes,0.7848036286180357
4760-XOHVN,1,Month-to-month,19.45,No,No internet service,No internet service,0.7847927455340086
0228-MAUWC,19,Month-to-month,59.55,DSL,No,Yes,0.7847335380439625
1357-MVDOZ,11,Month-to-month,59.65,DSL,No,No,0.7846035997424794
3027-YNWZU,64,Two year,25.0,No,No internet service,No internet service,0.7842800392142028
0930-EHUZA,36,One year,76.35,DSL,Yes,Yes,0.7841832680953321
6408-WHTEF,72,Two year,89.4,DSL,Yes,Yes,0.7839691538895274
7826-VVKWT,24,Two year,96.55,Fiber optic,No,No,0.783769788138777
3190-ITQXP,46,Two year,20.25,No,No internet service,No internet service,0.7834900102399593
4140-WJAWW,5,Month-to-month,19.85,No,No internet service,No internet service,0.7834397959798572
5399-ZIMKF,5,Month-to-month,74.65,Fiber optic,No,No,0.7831027641712923
6861-XWTWQ,7,Month-to-month,99.25,Fiber optic,No,No,0.7830372944135129
3441-CGZJH,43,One year,60.4,DSL,Yes,Yes,0.7829235471013719
8277-RVRSV,33,One year,24.15,No,No internet service,No internet service,0.7829185098304956
4707-YNOQA,34,One year,25.6,No,No internet service,No internet service,0.7826483925602449
3508-VLHCZ,71,Two year,90.55,DSL,Yes,Yes,0.7824168160929402
5404-GGUKR,5,Month-to-month,51.35,DSL,No,No,0.7822846590679027
2840-XANRC,24,Month-to-month,93.15,Fiber optic,No,No,0.7821783268119106
6413-XKKPU,17,Month-to-month,89.4,Fiber optic,Yes,No,0.781889760667313
2189-WWOEW,15,Month-to-month,85.9,Fiber optic,No,No,0.7818774796075516
3640-JQGJG,13,Month-to-month,44.8,DSL,No,No,0.7818636052413563
9385-NXKDA,72,Two year,82.65,DSL,Yes,No,0.781514128172057
4686-UXDML,21,Month-to-month,99.85,Fiber optic,No,No,0.7814782946936966
2239-CGBUZ,51,One year,60.5,DSL,Yes,Yes,0.7810268384866199
2961-VNFKL,71,Two year,25.95,No,No internet service,No internet service,0.7807279536057803
3920-HIHMQ,26,Month-to-month,49.5,DSL,No,No,0.7806805022133162
1223-UNPKS,20,Two year,20.05,No,No internet service,No internet service,0.780341523194133
3850-OKINF,71,One year,66.2,DSL,Yes,No,0.7803158937657058
4592-IWTJI,3,Month-to-month,29.7,DSL,Yes,No,0.780106409916503
8498-XXGWA,65,Month-to-month,55.15,DSL,Yes,No,0.7799530185708722
8617-ENBDS,3,Month-to-month,73.6,Fiber optic,No,No,0.7797987323519158
7570-WELNY,68,Two year,84.7,Fiber optic,Yes,No,0.7796490290418848
8259-DZLIZ,64,One year,53.85,DSL,No,No,0.779479876843671
8401-EMUWF,42,Month-to-month,69.4,DSL,Yes,No,0.7792744207140515
9584-EXCDZ,17,Month-to-month,70.5,Fiber optic,No,No,0.7791881917482647
5780-INQIK,8,Month-to-month,49.4,DSL,No,Yes,0.7791881917482647
7247-XOZPB,53,One year,77.4,DSL,Yes,Yes,0.7790987746126625
7330-WZLNC,5,Month-to-month,90.8,Fiber optic,No,No,0.7789898370368536
1845-CSBRZ,22,Month-to-month,85.35,Fiber optic,No,No,0.77891782401954
0310-VQXAM,9,Month-to-month,19.85,No,No internet service,No internet service,0.7788648310975904
0322-YINQP,1,Month-to-month,48.55,DSL,Yes,No,0.7788290099400494
8690-ZVLCL,68,Two year,88.0,DSL,Yes,Yes,0.7786725182327662
7096-UCLNH,1,Month-to-month,20.05,No,No internet service,No internet service,0.7784690439914502
7175-NTIXE,25,Month-to-month,76.15,DSL,Yes,Yes,0.7783155972939945
0310-SUCIN,71,One year,84.8,DSL,Yes,Yes,0.7781709157268938
3536-IQCTX,32,Month-to-month,85.3,Fiber optic,No,No,0.7780603776885181
2240-HSJQD,38,Month-to-month,81.85,Fiber optic,No,No,0.7779559838531411
5161-XEUVX,37,Two year,94.3,Fiber optic,No,Yes,0.7779398829348281
8904-OPDCK,54,Month-to-month,24.95,DSL,No,No,0.777417378229145
3672-YITQD,36,Month-to-month,84.1,Fiber optic,No,No,0.7774089635103631
7102-JJVTX,9,One year,48.6,DSL,Yes,No,0.7772852497341646
2725-TTRIQ,72,Two year,84.2,DSL,Yes,Yes,0.777256699038726
7328-ZJAJO,59,Two year,19.5,No,No internet service,No internet service,0.7770587395098643
9026-RNUJS,5,Month-to-month,50.35,DSL,No,No,0.7769196690445641
3393-FMZPV,25,Month-to-month,100.25,Fiber optic,No,No,0.7764123734135133
0596-BQCEQ,62,Month-to-month,100.15,Fiber optic,No,No,0.7763659658270038
4770-UEZOX,2,Month-to-month,74.75,Fiber optic,No,No,0.7763488594524955
6980-IMXXE,69,Two year,20.2,No,No internet service,No internet service,0.775976743923798
0017-DINOC,54,Two year,45.2,DSL,Yes,Yes,0.7757498810043422
6341-JVQGF,31,One year,81.15,DSL,Yes,Yes,0.775747544222373
7607-QKKTJ,45,One year,95.0,Fiber optic,No,No,0.7756883827912446
4659-NZRUF,19,Month-to-month,95.15,Fiber optic,Yes,No,0.7756667664172799
0585-EGDDA,40,Month-to-month,80.0,Fiber optic,No,No,0.7756526199853312
2189-UXTKY,22,Month-to-month,79.2,DSL,Yes,Yes,0.7755559284942543
8685-WHQPW,22,Month-to-month,74.4,Fiber optic,No,No,0.7753218040935766
4291-TPNFG,72,Two year,82.3,DSL,Yes,Yes,0.7752325966715476
6906-MPARY,40,One year,89.6,Fiber optic,No,Yes,0.7750421641140294
1261-FWTTE,23,Month-to-month,34.65,DSL,No,No,0.7743858548363259
0096-FCPUF,30,Month-to-month,64.5,DSL,Yes,No,0.7740321272744921
0980-PVMRC,40,Month-to-month,50.85,DSL,No,No,0.7739956742559068
9788-HNGUT,72,Two year,116.95,Fiber optic,Yes,Yes,0.7739174060632803
9967-ATRFS,19,Month-to-month,19.9,No,No internet service,No internet service,0.7738693208083799
6322-PJJDJ,49,Two year,94.8,Fiber optic,No,No,0.7738364177151774
8457-XIGKN,20,Month-to-month,19.6,No,No internet service,No internet service,0.7730802920922224
6258-NGCNG,7,Month-to-month,23.5,No,No internet service,No internet service,0.7729044472782828
3721-WKIIL,27,Two year,19.6,No,No internet service,No internet service,0.7729044472782828
8378-LKJAF,38,Month-to-month,101.15,Fiber optic,No,No,0.7728713309091962
3006-XIMLN,2,Month-to-month,94.2,Fiber optic,No,No,0.7727900080217219
7851-FLGGQ,1,Month-to-month,44.65,DSL,No,Yes,0.772784461779838
8835-VSDSE,2,Month-to-month,70.7,Fiber optic,No,No,0.7727714733558178
4546-FOKWR,16,Month-to-month,74.75,Fiber optic,No,No,0.7726796481741169
2880-FPNAE,2,Month-to-month,74.2,Fiber optic,No,No,0.7720709822736729
0513-RBGPE,37,Two year,62.8,DSL,Yes,Yes,0.7720528544247977
8046-DNVTL,62,Two year,38.6,DSL,Yes,Yes,0.772002581986992
2685-SREOM,25,Month-to-month,89.1,Fiber optic,No,No,0.7719934561266756
2959-FENLU,9,Month-to-month,85.3,Fiber optic,No,No,0.7718162682501614
5832-XKAES,2,Month-to-month,69.8,Fiber optic,No,No,0.7718082681966121
4570-QHXHL,9,Month-to-month,43.75,DSL,No,No,0.7717640930685876
9309-BZGNT,69,One year,29.8,DSL,No,No,0.771759919981273
5795-KTGUD,68,Two year,110.8,Fiber optic,Yes,No,0.7715552306040131
9609-BENEA,35,One year,69.0,DSL,No,Yes,0.7715292979090481
4853-OITSN,5,Month-to-month,89.15,Fiber optic,Yes,No,0.7711312642644831
6481-ESCNL,29,Month-to-month,100.55,Fiber optic,No,No,0.7710827788943447
7558-IMLMT,67,Two year,20.8,No,No internet service,No internet service,0.7710130280954438
1571-SAVHK,12,Month-to-month,99.95,Fiber optic,No,Yes,0.7709576494863293
4137-JOPHL,50,Two year,89.7,Fiber optic,No,Yes,0.7708581956782212
4132-POCZS,52,Month-to-month,39.9,DSL,Yes,No,0.7707200323777221
1536-YHDOE,17,One year,62.1,DSL,Yes,Yes,0.7706245484493232
1450-SKCVI,56,Month-to-month,73.85,Fiber optic,No,No,0.7706245484493232
5598-IKHQQ,72,Two year,25.45,No,No internet service,No internet service,0.770564942338337
1686-STUHN,42,One year,19.8,No,No internet service,No internet service,0.7698170142437779
7314-OXENN,2,Month-to-month,82.0,Fiber optic,No,No,0.7697835558265919
9418-RUKPH,38,Two year,19.95,No,No internet service,No internet service,0.7697099225105771
0774-RMNUW,71,Two year,59.7,DSL,Yes,Yes,0.769641572263452
7754-IXRMC,1,Month-to-month,45.35,DSL,No,No,0.7692841589063251
7675-OZCZG,3,Month-to-month,45.0,DSL,No,No,0.7692796079615374
7446-SFAOA,37,One year,19.85,No,No internet service,No internet service,0.7691808855416045
0377-JBKKT,22,Month-to-month,57.95,DSL,Yes,Yes,0.7691016175956926
5130-IEKQT,25,Month-to-month,105.95,Fiber optic,No,No,0.7691016175956926
5766-XQXMQ,29,Month-to-month,68.85,DSL,Yes,No,0.769071854450798
4750-UKWJK,37,One year,19.6,No,No internet service,No internet service,0.768935821425099
9507-EXLTT,1,Month-to-month,79.35,Fiber optic,No,No,0.7685513448426436
3165-HDOEW,1,Month-to-month,45.85,DSL,No,No,0.7685367079409575
5519-NPHVG,12,Month-to-month,94.2,Fiber optic,No,No,0.7684530054251649
8181-YHCMF,68,Two year,60.3,DSL,No,Yes,0.7684444489545806
7519-JTWQH,69,Two year,110.5,Fiber optic,No,Yes,0.7683692522440133
1268-ASBGA,16,Month-to-month,85.35,Fiber optic,No,No,0.7683634468172198
4283-FUTGF,19,Month-to-month,79.85,Fiber optic,No,No,0.7682066052804492
1043-YCUTE,56,Two year,25.15,No,No internet service,No internet service,0.7679959407940862
4468-KAZHE,20,Month-to-month,60.0,DSL,No,No,0.7679709881594239
6211-WHMYA,64,Month-to-month,43.85,DSL,No,Yes,0.7678593661572757
2359-KMGLI,24,Month-to-month,80.25,Fiber optic,No,No,0.7677330297405236
0488-GSLFR,1,Month-to-month,69.5,Fiber optic,No,No,0.7674516616543756
2332-TODQS,48,One year,25.05,No,No internet service,No internet service,0.7672356519555247
4702-HDRKD,67,One year,49.35,DSL,Yes,Yes,0.7669521791330604
5712-PTIWW,2,Month-to-month,79.85,Fiber optic,No,Yes,0.7668278026479802
5546-QUERU,13,One year,19.95,No,No internet service,No internet service,0.7668278026479802
2962-XPMCQ,2,Month-to-month,45.15,DSL,No,No,0.7668278026479802
6993-OHLXR,2,Month-to-month,68.95,Fiber optic,No,No,0.7668278026479802
0117-LFRMW,37,Month-to-month,40.2,DSL,Yes,No,0.7666477390015817
8659-HDIYE,64,Month-to-month,74.65,DSL,No,Yes,0.7665293761960515
2344-JMOGN,9,Month-to-month,94.85,Fiber optic,No,Yes,0.7664213339950038
2845-AFFTX,41,Month-to-month,99.8,Fiber optic,No,No,0.7663051839792501
7285-KLOTR,12,One year,78.85,DSL,Yes,No,0.7662551902981747
0787-LHDYT,16,Month-to-month,20.6,No,No internet service,No internet service,0.7660266701544471
5445-PZWGX,62,One year,102.0,Fiber optic,Yes,Yes,0.7659685064781336
7008-LZVOZ,66,Two year,25.3,No,No internet service,No internet service,0.7659685064781336
0655-YDGFJ,29,Month-to-month,48.95,DSL,No,No,0.765899635839586
9365-CSLBQ,71,Two year,24.35,No,No internet service,No internet service,0.7658479293030664
2482-CZGBB,10,Month-to-month,70.0,Fiber optic,No,No,0.7658005320674738
2674-MIAHT,4,Month-to-month,80.3,Fiber optic,No,No,0.7656727180547527
2277-DJJDL,60,Month-to-month,99.0,Fiber optic,No,Yes,0.7656325498320021
4933-BSAIP,40,Two year,19.1,No,No internet service,No internet service,0.7655056325497877
7137-NAXML,23,One year,20.15,No,No internet service,No internet service,0.7654814334622145
4079-WWQQQ,72,Two year,65.55,DSL,Yes,Yes,0.7653669493269497
7845-URHJN,8,Month-to-month,20.15,No,No internet service,No internet service,0.765105305387015
4324-BZCKL,10,Month-to-month,55.55,DSL,No,No,0.7649312876428431
7632-YUTXB,25,One year,20.05,No,No internet service,No internet service,0.76488276697126
1213-NGCUN,6,Month-to-month,49.65,DSL,No,Yes,0.7644226823212139
9223-UCPVT,1,Month-to-month,94.4,Fiber optic,No,No,0.7643734427795575
8606-OEGQZ,18,Two year,25.3,No,No internet service,No internet service,0.7643128822045451
3675-YDUPJ,10,Month-to-month,19.85,No,No internet service,No internet service,0.7643024400482017
9239-ZBZZV,6,Month-to-month,47.95,DSL,No,No,0.7642546041030022
2359-KLTEK,41,Month-to-month,94.9,Fiber optic,No,No,0.7638899225746667
6112-KTHFQ,13,Month-to-month,19.3,No,No internet service,No internet service,0.7635537338106121
3162-ZJZFU,53,Month-to-month,92.55,Fiber optic,No,Yes,0.7633762187627817
9139-WQQDY,49,One year,100.45,Fiber optic,No,No,0.7633462613343923
6257-DTAYD,71,Two year,104.15,Fiber optic,No,Yes,0.7633166128023192
8945-GRKHX,1,Month-to-month,78.65,Fiber optic,No,No,0.7632046300967948
1574-DYCWE,51,Two year,19.95,No,No internet service,No internet service,0.7627473540482302
8040-MNRTF,1,Month-to-month,71.1,Fiber optic,No,No,0.7626897316139098
5215-LNLDJ,7,Month-to-month,24.7,DSL,No,No,0.7625339371031988
7943-RQCHR,9,Month-to-month,94.75,Fiber optic,No,No,0.76219473828782
5849-ASHZJ,27,One year,20.05,No,No internet service,No internet service,0.7619637493888628
6458-CYIDZ,5,Month-to-month,80.7,Fiber optic,Yes,No,0.7617358145792129
3761-FLYZI,65,Month-to-month,108.8,Fiber optic,No,No,0.7617068871352931
6572-ADKRS,46,Month-to-month,74.8,Fiber optic,No,No,0.7616931430674783
6979-ZNSFF,8,Month-to-month,87.05,Fiber optic,No,No,0.7616581065298453
9696-RMYBA,5,Month-to-month,80.1,Fiber optic,No,No,0.761504289298943
4742-TXUEX,47,Two year,19.3,No,No internet service,No internet service,0.7614622855148501
9426-SXNHE,2,Month-to-month,18.75,No,No internet service,No internet service,0.761375708626409
1376-HHBDV,30,Month-to-month,48.8,DSL,Yes,No,0.7612627955111533
3234-VKACU,2,Month-to-month,70.3,DSL,No,Yes,0.761086848358591
9073-ZZIAY,62,Two year,86.1,DSL,Yes,Yes,0.7610260297294696
0362-RAOQO,40,Two year,19.65,No,No internet service,No internet service,0.7610260297294696
0431-APWVY,28,One year,90.1,Fiber optic,No,No,0.7609550309716204
9115-YQHGA,40,Month-to-month,51.1,DSL,No,Yes,0.7606972289967152
5261-QSHQM,4,Month-to-month,24.45,DSL,No,No,0.7606219423959932
4648-YPBTM,53,Two year,73.9,DSL,No,Yes,0.7602947309838862
7100-FQPRV,43,One year,71.9,DSL,Yes,Yes,0.760201508936298
8067-NIOYM,24,Two year,21.1,No,No internet service,No internet service,0.7601099520776051
6892-EZDTG,4,Month-to-month,91.65,Fiber optic,No,No,0.7600687546972483
1215-EXRMO,50,Two year,20.55,No,No internet service,No internet service,0.7599430426963962
7608-RGIRO,62,Two year,24.4,No,No internet service,No internet service,0.7599336603798514
5651-CPDND,10,Month-to-month,46.0,DSL,No,No,0.7598934518226602
4750-ZRXIU,4,Month-to-month,84.6,Fiber optic,No,No,0.7596927044162609
3704-IEAXF,72,Two year,53.65,DSL,No,Yes,0.7595709419646908
5465-BUBFA,41,Two year,19.3,No,No internet service,No internet service,0.7595709419646908
9909-DFRJA,26,One year,95.85,Fiber optic,Yes,Yes,0.7595709419646908
4832-VRBMR,65,One year,103.15,Fiber optic,No,No,0.7595709419646908
4250-FDVOU,6,Month-to-month,56.25,DSL,Yes,No,0.7595684978669022
8663-UPDGF,26,Month-to-month,69.5,DSL,Yes,No,0.759433470229277
2195-VVRJF,18,Month-to-month,59.1,DSL,Yes,No,0.7593992618321118
4580-TMHJU,43,Month-to-month,56.15,DSL,No,No,0.7593011815517741
8421-WZOOW,57,Month-to-month,95.3,Fiber optic,No,Yes,0.7587103748621815
9067-YGSCA,70,One year,26.05,No,No internet service,No internet service,0.7585834525663351
9817-APLHW,12,Month-to-month,25.0,No,No internet service,No internet service,0.7583105902394844
6507-ZJSUR,23,Month-to-month,90.45,Fiber optic,No,No,0.758166675089845
5356-RHIPP,1,Month-to-month,20.2,No,No internet service,No internet service,0.7578557490983089
6285-FTQBF,72,Two year,25.55,No,No internet service,No internet service,0.7578485511196607
0486-LGCCH,11,Two year,19.65,No,No internet service,No internet service,0.7578485511196607
5533-NHFRF,7,Month-to-month,44.4,DSL,No,Yes,0.7576212457172373
4868-AADLV,66,One year,116.25,Fiber optic,Yes,Yes,0.7575013760357592
8348-HFYIV,2,Month-to-month,49.25,DSL,No,No,0.7571970218275591
3785-KTYSH,53,Two year,24.6,No,No internet service,No internet service,0.7571346863476589
7515-LODFU,69,Two year,20.3,No,No internet service,No internet service,0.7571043190543683
0516-VRYBW,18,One year,20.15,No,No internet service,No internet service,0.7570955805754828
7764-BDPEE,3,Month-to-month,20.85,No,No internet service,No internet service,0.757085306261412
3446-QDSZF,4,Month-to-month,55.5,DSL,No,No,0.7570263736697862
9931-KGHOA,46,Month-to-month,55.0,DSL,Yes,No,0.7569635933120469
3259-FDWOY,71,Two year,106.0,Fiber optic,No,No,0.7565961654095718
0356-OBMAC,56,Two year,99.9,Fiber optic,No,Yes,0.756474835315261
8543-MSDMF,3,Month-to-month,77.4,DSL,Yes,No,0.7561642162906744
5655-JSMZM,49,Month-to-month,96.2,Fiber optic,No,No,0.756077103352617
7892-QVYKW,23,Month-to-month,85.6,Fiber optic,No,No,0.7560074757008125
4056-QHXHZ,72,Two year,107.45,Fiber optic,Yes,Yes,0.7556955603930774
8292-ITGYJ,45,Two year,24.65,No,No internet service,No internet service,0.7552451531704222
8945-MUQUF,51,One year,94.8,Fiber optic,Yes,No,0.7552329580086612
2087-QAREY,22,Month-to-month,54.7,DSL,No,No,0.7551982825963954
5089-IFSDP,58,Two year,109.45,Fiber optic,Yes,No,0.7551649360600785
8286-AFUYI,1,Month-to-month,47.95,DSL,Yes,No,0.7551328519630807
5012-YSPJJ,31,Month-to-month,54.35,DSL,No,Yes,0.7546933200224595
4134-BSXLX,28,Month-to-month,60.9,DSL,Yes,Yes,0.7546855821779955
4471-KXAUH,42,Month-to-month,84.3,Fiber optic,No,Yes,0.7543924701962816
3538-WZPHD,3,Month-to-month,29.6,DSL,No,No,0.7543831304604788
4759-TRPLW,1,Month-to-month,70.4,Fiber optic,No,No,0.7543635733392116
4366-CTOUZ,50,Two year,100.2,Fiber optic,No,Yes,0.7543485277320683
6712-OAWRH,26,Month-to-month,91.25,Fiber optic,No,No,0.7541962089238053
7673-BQGKU,69,Two year,20.15,No,No internet service,No internet service,0.7541612838317944
9950-MTGYX,28,Two year,20.3,No,No internet service,No internet service,0.7541612838317944
9591-YVTEB,55,Month-to-month,44.85,DSL,Yes,No,0.754053338776949
1074-WVEVG,59,One year,20.35,No,No internet service,No internet service,0.7538886227782767
1685-BQULA,40,Month-to-month,93.4,Fiber optic,No,No,0.7537333972618062
5325-UWTWJ,31,Month-to-month,90.55,Fiber optic,Yes,Yes,0.7536329876613221
6621-NRZAK,63,Two year,20.0,No,No internet service,No internet service,0.7528018702974911
7853-OETYL,4,Month-to-month,29.05,DSL,Yes,No,0.7523744292435918
6655-LHBYW,50,One year,114.35,Fiber optic,Yes,Yes,0.7523744292435918
2360-RDGRO,65,Month-to-month,104.25,Fiber optic,Yes,No,0.7522920552205938
6986-IXNDM,14,Month-to-month,92.9,Fiber optic,No,No,0.7521646223729579
6885-PKOAM,71,Two year,85.75,DSL,Yes,Yes,0.7521646223729579
2868-SNELZ,2,Month-to-month,80.6,Fiber optic,No,No,0.7519439581716664
4884-ZTHVF,8,Month-to-month,87.1,Fiber optic,No,No,0.7517785957899592
4332-MUOEZ,20,One year,94.3,Fiber optic,Yes,Yes,0.7517229323115974
0107-WESLM,1,Month-to-month,19.85,No,No internet service,No internet service,0.7516308496766719
9831-BPFRI,39,One year,89.55,Fiber optic,No,Yes,0.75135394612954
5712-VBOXD,4,Month-to-month,20.15,No,No internet service,No internet service,0.7511883947563948
5445-GLVOT,22,Month-to-month,49.8,DSL,Yes,No,0.7506763345611364
9850-OWRHQ,3,Month-to-month,74.1,Fiber optic,No,No,0.7504001317129192
5590-BYNII,22,Month-to-month,100.75,Fiber optic,Yes,No,0.7502073224233615
7869-ZYDST,31,Month-to-month,59.05,DSL,No,No,0.7501250702703236
2017-CCBLH,8,Two year,20.0,No,No internet service,No internet service,0.749965262554009
2911-UREFD,39,Month-to-month,55.9,DSL,Yes,No,0.749773558936883
